板块	公司全称	英文名称	注册地址	A股代码	A股简称	A股上市日期	A股总股本	A股流通股本	B股代码	B股 简 称	B股上市日期	B股总股本	B股流通股本	地      区	省    份	城     市	所属行业	公司网址
中小板	科华恒盛股份有限公司	"KEHUA HENGSHENG CO., LTD."	福建省厦门火炬高新区火炬园马垄路457号	002335	科华恒盛	2010-01-13	"461,567,391"	"395,122,568"				0	0	华东	福建	厦门市	C 制造业	www.kehua.com.cn
中小板	人人乐连锁商业集团股份有限公司	"RENRENLE COMMERCIAL GROUP CO.,LTD."	广东省深圳市宝安区石岩街道洲石路北侧人人乐物流中心主楼二层	002336	ST人乐	2010-01-13	"440,000,000"	"373,175,000"				0	0	华南	广东	深圳市	F 批发零售	www.renrenle.cn
中小板	天津赛象科技股份有限公司	"TIANJIN SAIXIANG TECHNOLOGY CO.,LTD"	天津市华苑新技术产业园区(环外)海泰发展四道9号	002337	赛象科技	2010-01-15	"588,615,750"	"587,730,751"				0	0	华北	天津	天津市	C 制造业	www.chinarpm.com
中小板	长春奥普光电技术股份有限公司	"Changchun Up Optotech Co., Ltd."	吉林省长春市经济技术开发区营口路588号	002338	奥普光电	2010-01-15	"240,000,000"	"239,994,000"				0	0	东北	吉林	长春市	C 制造业	www.up-china.com
中小板	积成电子股份有限公司	"INTEGRATED ELECTRONIC SYSTEMS LAB CO., LTD."	山东省济南市科航路1677号	002339	积成电子	2010-01-22	"511,804,800"	"481,494,255"				0	0	华东	山东	济南市	C 制造业	www.ieslab.com.cn
中小板	格林美股份有限公司	"GEM Co.,Ltd"	广东省深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房	002340	格林美	2010-01-22	"4,783,522,257"	"4,761,997,706"				0	0	华南	广东	深圳市	C 制造业	www.gemchina.com
中小板	深圳市新纶科技股份有限公司	"SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD."	广东省深圳市南山区南海大道3025号创意大厦13-14楼	002341	新纶科技	2010-01-22	"1,152,214,592"	"955,225,355"				0	0	华南	广东	深圳市	C 制造业	www.szselen.com
中小板	巨力索具股份有限公司	"JULI SLING CO.,LTD."	河北省保定市徐水区巨力路	002342	巨力索具	2010-01-26	"960,000,000"	"881,287,500"				0	0	华北	河北	保定市	C 制造业	www.julisling.com
中小板	慈文传媒股份有限公司	"CIWEN MEDIA Co.,Ltd."	浙江省嘉兴市昌盛南路36号嘉兴智慧产业创新园智慧大厦B座1001室	002343	慈文传媒	2010-01-26	"474,949,686"	"473,693,052"				0	0	华东	浙江	嘉兴市	R 文化传播	www.ciwen.com.cn
中小板	海宁中国皮革城股份有限公司	"Haining China Leather Market Co.,Ltd"	浙江省海宁市海州西路201号	002344	海宁皮城	2010-01-26	"1,282,745,046"	"1,281,593,178"				0	0	华东	浙江	嘉兴市	L 商务服务	www.zgpgc.com
中小板	广东潮宏基实业股份有限公司	"GUANGDONG CHJ INDUSTRY CO., LTD."	广东省汕头市龙湖区龙新工业区龙新五街四号1-4楼	002345	潮宏基	2010-01-28	"905,412,707"	"884,729,365"				0	0	华南	广东	汕头市	C 制造业	www.chjchina.com
中小板	上海柘中集团股份有限公司	"Shanghai Zhezhong Group Co., Ltd"	上海市奉贤区联合北路215号第5幢2501室	002346	柘中股份	2010-01-28	"441,575,416"	"394,632,807"				0	0	华东	上海	上海市	C 制造业	www.ch-zzcc.com
中小板	泰尔重工股份有限公司	"Taier Heavy Industry Co., Ltd."	安徽省马鞍山市经济技术开发区超山路669号	002347	泰尔股份	2010-01-28	"447,019,662"	"316,774,985"				0	0	华东	安徽	马鞍山市	C 制造业	www.taiergroup.com
中小板	广东高乐股份有限公司	"Goldlok Holdings (GuangDong) Co.,Ltd"	广东省普宁市池尾街道塘边村塘边里东片168号	002348	高乐股份	2010-02-03	"947,200,000"	"854,238,289"				0	0	华南	广东	揭阳市	C 制造业	www.高乐股份.com
中小板	精华制药集团股份有限公司	"JINGHUA PHARMACEUTICAL GROUP CO., LTD."	江苏省南通市港闸经济开发区兴泰路9号	002349	精华制药	2010-02-03	"835,724,374"	"820,501,132"				0	0	华东	江苏	南通市	C 制造业	www.ntjhzy.com
中小板	北京科锐配电自动化股份有限公司	"Beijing Creative Distribution Automation Co.,LTD"	北京市海淀区西北旺东路10号院东区4号楼107	002350	北京科锐	2010-02-03	"542,369,011"	"537,211,584"				0	0	华北	北京	北京市	C 制造业	www.creat-da.com.cn
中小板	深圳市漫步者科技股份有限公司	"Edifier Technology Co.,Ltd."	广东省深圳市南山区西丽街道松坪山社区朗山路13号清华紫光科技园3层A302室	002351	漫步者	2010-02-05	"889,107,000"	"456,916,313"				0	0	华南	广东	深圳市	C 制造业	www.edifier.com、www.manbuzhe.com
中小板	顺丰控股股份有限公司	"S.F. Holding Co., Ltd."	广东省深圳市宝安区福永大道303号万福大厦8楼801室	002352	顺丰控股	2010-02-05	"4,556,440,455"	"4,490,313,073"				0	0	华南	广东	深圳市	G 运输仓储	www.sf-express.com
中小板	烟台杰瑞石油服务集团股份有限公司	"Yantai Jereh Oilfield Services Group Co., Ltd."	山东省烟台市莱山区杰瑞路5号	002353	杰瑞股份	2010-02-05	"957,853,992"	"604,766,570"				0	0	华东	山东	烟台市	C 制造业	www.jereh.com
中小板	大连天神娱乐股份有限公司	"Dalian Zeus Entertainment Co., Ltd."	辽宁省大连市中山区致富街31号905单元	002354	*ST天娱	2010-02-09	"1,663,013,961"	"1,455,303,906"				0	0	东北	辽宁	大连市	I 信息技术	www.tianshenyule.com
中小板	兴民智通（集团）股份有限公司	"Xingmin Intelligent Transportation Systems (Group) Co., Ltd."	山东省龙口市龙口经济开发区	002355	兴民智通	2010-02-09	"620,570,400"	"606,460,011"				0	0	华东	山东	烟台市	C 制造业	www.xingmin.com
中小板	深圳赫美集团股份有限公司	"Shenzhen Hemei Group Co.,LTD."	广东省深圳市坪山新区金牛西路16号华瀚科技工业2号厂房218A	002356	*ST赫美	2010-02-09	"527,806,548"	"526,500,693"				0	0	华南	广东	深圳市	F 批发零售	www.hemei.cn
中小板	四川富临运业集团股份有限公司	"Sichuan Fulin Transportation Group CO., LTD."	四川省绵阳市绵州大道北段98号	002357	富临运业	2010-02-10	"313,489,036"	"313,455,286"				0	0	西南	四川	绵阳市	G 运输仓储	www.scflyy.cn
中小板	河南森源电气股份有限公司	"Henan Senyuan Electric Co.,Ltd."	河南省长葛市魏武路南段西侧	002358	森源电气	2010-02-10	"929,756,977"	"910,425,280"				0	0	华中	河南	许昌市	C 制造业	www.hnsyec.com
中小板	北讯集团股份有限公司	"NORTHCOM GROUP CO., LTD."	广东省深圳市南山区南头街道大新路马家龙创新大厦A座10层	002359	*ST北讯	2010-02-10	"1,087,191,760"	"831,604,776"				0	0	华南	广东	深圳市	I 信息技术	www.qxtt.cn
中小板	山西同德化工股份有限公司	"SHANXI TOND CHEMICAL CO.,LTD."	山西省河曲县文笔镇焦尾城大茂口	002360	同德化工	2010-03-03	"391,543,888"	"298,503,080"				0	0	华北	山西	忻州市	C 制造业	www.tondchem.com
中小板	安徽神剑新材料股份有限公司	"Anhui Shenjian New Materials Co.,Ltd"	安徽省芜湖经济技术开发区桥北工业园保顺路8号	002361	神剑股份	2010-03-03	"837,574,116"	"668,579,631"				0	0	华东	安徽	芜湖市	C 制造业	www.shen-jian.com
中小板	汉王科技股份有限公司	"Hanwang Technology Co.,Ltd."	北京市海淀区东北旺西路8号5号楼三层	002362	汉王科技	2010-03-03	"216,989,292"	"178,853,476"				0	0	华北	北京	北京市	C 制造业	www.hanwang.com.cn
中小板	山东隆基机械股份有限公司	"SHANDONG LONGJI MACHINERY CO.,LTD."	山东省龙口市外向型经济开发区	002363	隆基机械	2010-03-05	"416,100,301"	"415,758,167"				0	0	华东	山东	烟台市	C 制造业	www.longjigroup.cn
中小板	杭州中恒电气股份有限公司	"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd."	浙江省杭州市高新区之江科技工业园东信大道69号	002364	中恒电气	2010-03-05	"563,564,960"	"524,056,862"				0	0	华东	浙江	杭州市	C 制造业	www.hzzh.com
中小板	潜江永安药业股份有限公司	"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD."	湖北省潜江经济开发区广泽大道2号	002365	永安药业	2010-03-05	"294,682,500"	"243,207,409"				0	0	华中	湖北	潜江市	C 制造业	www.chinataurine.com
中小板	台海玛努尔核电设备股份有限公司	"Taihai Manoir Nuclear Equipment Co., Ltd."	四川省青神县黑龙镇	002366	台海核电	2010-03-12	"867,057,350"	"603,151,231"				0	0	西南	四川	眉山市	C 制造业	www.scdanfu.cn
中小板	康力电梯股份有限公司	"CANNY ELEVATOR CO., LTD."	江苏省汾湖高新技术产业开发区康力大道888号	002367	康力电梯	2010-03-12	"797,652,687"	"524,474,108"				0	0	华东	江苏	苏州市	C 制造业	www.canny-elevator.com
中小板	太极计算机股份有限公司	Taiji Computer Corporation Limited	北京市海淀区北四环中路211号	002368	太极股份	2010-03-12	"579,641,125"	"574,075,375"				0	0	华北	北京	北京市	I 信息技术	www.taiji.com.cn
中小板	深圳市卓翼科技股份有限公司	"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD."	广东省深圳市南山区西丽平山民企科技工业园5栋	002369	卓翼科技	2010-03-16	"576,769,204"	"575,762,279"				0	0	华南	广东	深圳市	C 制造业	www.zowee.com.cn
中小板	浙江亚太药业股份有限公司	"Zhejiang Yatai Pharmaceutical Co.,Ltd."	浙江省绍兴市柯桥区云集路1152号	002370	亚太药业	2010-03-16	"536,558,133"	"463,263,319"				0	0	华东	浙江	绍兴市	C 制造业	www.ytyaoye.com
中小板	北方华创科技集团股份有限公司	"NAURA Technology Group Co.,Ltd."	北京市朝阳区酒仙桥东路1号	002371	北方华创	2010-03-16	"496,460,501"	"459,348,100"				0	0	华北	北京	北京市	C 制造业	www.naura.com
中小板	浙江伟星新型建材股份有限公司	"Zhejiang Weixing New Building Materials Co.,Ltd."	浙江省临海经济开发区	002372	伟星新材	2010-03-18	"1,592,112,988"	"1,421,087,020"				0	0	华东	浙江	台州市	C 制造业	www.vasen.com
中小板	北京千方科技股份有限公司	"China TransInfo Technology Co., Ltd"	北京市海淀区东北旺西路8号中关村软件园一期27号楼B座501号	002373	千方科技	2010-03-18	"1,581,183,315"	"1,051,969,025"				0	0	华北	北京	北京市	I 信息技术	www.ctfo.com
中小板	山东丽鹏股份有限公司	"SHANDONG LIPENG CO.,LTD"	山东省烟台市牟平区姜格庄街道办事处丽鹏路1号	002374	丽鹏股份	2010-03-18	"1,087,953,783"	"854,803,165"				0	0	华东	山东	烟台市	E 建筑业	www.lp.com.cn
中小板	浙江亚厦装饰股份有限公司	"ZHEJIANG YASHA DECORATION CO.,LTD."	浙江省上虞市章镇工业新区	002375	亚厦股份	2010-03-23	"1,339,996,498"	"1,330,991,211"				0	0	华东	浙江	绍兴市	E 建筑业	www.chinayasha.com
中小板	山东新北洋信息技术股份有限公司	"Shandong New Beiyang Information Technology Co.,Ltd."	山东省威海市火炬高技术产业开发区火炬路169号	002376	新北洋	2010-03-23	"665,721,421"	"640,914,860"				0	0	华东	山东	威海市	C 制造业	www.snbc.cn
中小板	湖北国创高新材料股份有限公司	"Hubei Guochuang Hi-Tech Material Co.,Ltd"	湖北省武汉市东湖新技术开发区武大园三路8号	002377	国创高新	2010-03-23	"916,325,201"	"915,980,857"				0	0	华中	湖北	武汉市	K 房地产	www.guochuang.com.cn
中小板	崇义章源钨业股份有限公司	"Chongyi Zhangyuan Tungsten Co., Ltd."	江西省赣州市崇义县城塔下	002378	章源钨业	2010-03-31	"924,167,436"	"915,315,985"				0	0	华东	江西	赣州市	C 制造业	www.zy-tungsten.com
中小板	山东宏创铝业控股股份有限公司	Shandong Hongchuang Aluminum Industry Holding Company Limited	山东省滨州市博兴县经济开发区兴业四路南100米	002379	宏创控股	2010-03-31	"926,400,000"	"926,400,000"				0	0	华东	山东	滨州市	C 制造业	www.hongchuangholding.com
中小板	南京科远智慧科技集团股份有限公司	"Nanjing Sciyon ?Wisdom Technology Group Co., Ltd."	江苏省南京市江宁区秣陵街道清水亭东路1266号	002380	科远智慧	2010-03-31	"239,991,649"	"141,504,390"				0	0	华东	江苏	南京市	I 信息技术	www.sciyon.com
中小板	浙江双箭橡胶股份有限公司	"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD."	浙江省桐乡市洲泉镇晚村	002381	双箭股份	2010-04-02	"411,572,264"	"322,005,844"				0	0	华东	浙江	嘉兴市	C 制造业	www.doublearrow.net
中小板	蓝帆医疗股份有限公司	"BLUE SAIL MEDICAL CO.,LTD."	山东省淄博市齐鲁化学工业区清田路21号	002382	蓝帆医疗	2010-04-02	"980,916,069"	"721,090,486"				0	0	华东	山东	淄博市	C 制造业	www.bluesail.cn
中小板	北京合众思壮科技股份有限公司	"Beijing UniStrong Science&Technology Co.,Ltd."	北京市海淀区知春路118号知春大厦1501室	002383	合众思壮	2010-04-02	"744,334,534"	"576,680,220"				0	0	华北	北京	北京市	C 制造业	www.unistrong.com
中小板	苏州东山精密制造股份有限公司	"Suzhou Dongshan Precision Manufacturing Co., Ltd"	江苏省苏州吴中经济开发区塘东路88号	002384	东山精密	2010-04-09	"1,709,867,327"	"1,262,882,990"				0	0	华东	江苏	苏州市	C 制造业	www.dsbj.com
中小板	北京大北农科技集团股份有限公司	"Beijing Dabeinong Technology Group Co.,Ltd"	北京市海淀区中关村大街27号1901A	002385	大北农	2010-04-09	"4,195,329,495"	"2,907,926,923"				0	0	华北	北京	北京市	C 制造业	www.dbn.com.cn
中小板	宜宾天原集团股份有限公司	"YIBIN TIANYUAN GROUP CO., LTD."	四川省宜宾临港经济技术开发区港园路西段61号	002386	天原集团	2010-04-09	"780,857,017"	"780,570,701"				0	0	西南	四川	宜宾市	C 制造业	www.ybty.com
中小板	维信诺科技股份有限公司	Visionox Technology Inc.	江苏省苏州市昆山开发区夏东街658号1801室	002387	维信诺	2010-04-13	"1,367,663,046"	"1,067,812,149"				0	0	华东	江苏	苏州市	C 制造业	www.visionox.com
中小板	深圳市新亚电子制程股份有限公司	"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd"	广东省深圳市福田区中康路卓越梅林中心广场（北区）1栋306A	002388	新亚制程	2010-04-13	"503,766,600"	"483,305,680"				0	0	华南	广东	深圳市	C 制造业	www.sunyes.cn
中小板	航天彩虹无人机股份有限公司	"Aerospace CH UAV Co.,Ltd"	浙江省台州市台州湾集聚区海豪路788号	002389	航天彩虹	2010-04-13	"946,062,685"	"629,575,837"				0	0	华东	浙江	台州市	C 制造业	www.nykj.cc
中小板	贵州信邦制药股份有限公司	"Guizhou Xinbang Pharmaceutical Co.,Ltd."	贵州省黔南布依族苗族自治州罗甸县龙坪镇信邦大道48号	002390	信邦制药	2010-04-16	"1,667,228,611"	"1,555,337,677"				0	0	西南	贵州	黔南布依族苗族自治州	C 制造业	www.xinbang.com
中小板	江苏长青农化股份有限公司	"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD"	江苏省扬州市江都经济开发区三江大道8号	002391	长青股份	2010-04-16	"660,316,481"	"457,613,278"				0	0	华东	江苏	扬州市	C 制造业	www.jscq.com
中小板	北京利尔高温材料股份有限公司	"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD."	北京市昌平区小汤山镇小汤山工业园4号楼	002392	北京利尔	2010-04-23	"1,190,490,839"	"831,788,868"				0	0	华北	北京	北京市	C 制造业	www.bjlirr.com
中小板	天津力生制药股份有限公司	"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD."	天津市西青经济技术开发区赛达北一道16号	002393	力生制药	2010-04-23	"182,454,992"	"182,454,992"				0	0	华北	天津	天津市	C 制造业	www.lishengpharma.com
中小板	江苏联发纺织股份有限公司	Jiangsu lianfa textile Co.Ltd.	江苏省南通市海安市城东镇恒联路88号	002394	联发股份	2010-04-23	"332,763,600"	"322,717,731"				0	0	华东	江苏	南通市	C 制造业	www.lianfa.cn
中小板	无锡双象超纤材料股份有限公司	"WUXI DOUBLE ELEPHANT MICRO FIBRE MATERIAL CO.,LTD"	江苏省无锡市新吴区鸿山街道后宅中路188号	002395	双象股份	2010-04-29	"268,209,000"	"268,209,000"				0	0	华东	江苏	无锡市	C 制造业	www.sxcxgf.com
中小板	福建星网锐捷通讯股份有限公司	"Fujian Star-net Communication Co.,Ltd."	福建省福州市仓山区金山大道618号桔园洲星网锐捷科技园19-22栋	002396	星网锐捷	2010-06-23	"583,280,278"	"583,280,278"				0	0	华东	福建	福州市	C 制造业	www.star-net.cn
中小板	湖南梦洁家纺股份有限公司	"Hunan Mendale Hometextile Co.,LTD"	湖南省长沙市高新技术产业开发区麓谷产业基地谷苑路168号	002397	梦洁股份	2010-04-29	"758,261,443"	"478,240,160"				0	0	华中	湖南	长沙市	C 制造业	www.mendale.com
中小板	垒知控股集团股份有限公司	"LETS HOLDING GROUP CO.,LTD."	福建省厦门市思明区湖滨南路62号	002398	垒知集团	2010-05-06	"709,932,432"	"556,343,486"				0	0	华东	福建	厦门市	C 制造业	www.xmabr.com
中小板	深圳市海普瑞药业集团股份有限公司	"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO.,LTD."	广东省深圳市南山区松坪山郎山路21号	002399	海普瑞	2010-05-06	"1,247,201,704"	"1,247,201,704"				0	0	华南	广东	深圳市	C 制造业	www.hepalink.com
中小板	广东省广告集团股份有限公司	"Guangdong Advertising Group CO.,Ltd."	广东省广州市海珠区新港东路996号保利世界贸易中心G座	002400	省广集团	2010-05-06	"1,743,337,128"	"1,687,189,081"				0	0	华南	广东	广州市	L 商务服务	www.gdadc.com
